latitude,longitude,tweets
-22.913395,-43.20071,542
53.154479,-4.177936,539
53.110485,-4.206658,522
51.910591,-4.788986,522
56.339316,-2.7965,519
50.827932,-0.168749,519
51.720435,-3.853215,514
53.039249,-3.79964,513
51.691894,-4.943763,510
51.058701,-2.949907,504
51.716154,-3.451816,501
53.211588,-4.159899,499
51.792888,-3.988459,494
52.328557,-4.112553,492
51.587065,-3.651747,488
53.083333,-4.05,479
51.691573,-4.286183,473
51.673416,-3.886589,465
52.931492,-4.454263,446
51.668935,-3.195787,445
50.858631,11.730145,442
40.845719,25.873962,442
52.954783,-1.158109,440
52.92924,-4.067134,432
52.209872,-4.194867,430
52.062678,-4.601234,427
52.628549,-4.06985,417
52.278077,-3.829863,405
51.700369,-3.045268,404
52.135795,-4.30137,393
53.349805,-6.260310,391
52.97622,-4.405328,390
53.117104,-4.287154,386
53.479251,-2.247926,382
52.857872,-4.484416,380
52.09179,5.11457,379
52.953762,-2.869917,377
52.135974,-0.466656,369
52.951762,-4.051456,353
52.074885,-4.157826,343
51.766823,-3.159627,343
52.170954,-4.165488,341
52.08493,-4.13931,340
53.090636,-4.231281,324
53.287553,-3.642969,318
53.257975,-3.443728,312
41.805054,-80.948149,306
51.752021,-1.257726,298
53.22199,-4.281381,273
51.627045,-3.12778,258
50.21277,-5.294775,227
51.454513,-2.58791,216
53.381129,-1.470085,191
